cEXT,cNEU,cAGR,cCON,cOPN,Article,Funct,Affect,CogMech,Inhib,Negemo,Sad,Bio,Body,Achiev,Health,Sexual,Adverbs,Prep,Relativ,Space,Time,Work,Certain,Assent,Anger,Insight,Posemo,Past,Verbs,Money,Percept,Friends,Social,Motion,Cause,Leisure,Incl,Home,Present,Humans,Anx,Relig,AuxVb,Negate,Ingest,Death,Quant,Tentat,Conj,Ipron,Pronoun,Swear,Hear,Family,See,Discrep,Numbers,Filler,Feel,Excl,Future,Nonflu,SheHe,Ppron,I,We,You,They
n,y,y,n,n,6,0,31,8,22,0,1,34,0,22,1,58,10,1,0,27,50,7,9,2,0,22,172,3,16,3,5,3,1,10,2,1,13,5,0,47,2,37,13,1,0,3,6,10,2,26,10,3,3,9,0,7,34,8,35,2,19,4,0,3,0,4,0,1
n,n,n,n,n,20,0,94,12,47,0,4,89,2,52,31,111,52,8,10,65,112,19,28,17,3,58,472,11,76,18,7,4,0,8,3,5,62,3,1,151,6,61,34,3,6,2,13,16,9,28,8,1,1,49,0,7,64,19,146,0,37,0,1,1,1,2,0,4
n,y,n,n,n,33,1,67,14,19,5,3,107,2,33,31,171,39,3,23,84,63,34,18,9,11,56,440,1,57,13,4,11,2,6,10,5,50,4,6,157,2,99,44,0,5,2,24,29,3,26,16,6,2,16,0,30,116,15,151,2,29,3,1,5,1,3,1,2
n,n,y,n,n,14,4,75,13,30,0,1,67,0,34,23,100,43,1,7,45,66,18,14,7,2,56,356,6,32,11,3,7,0,2,1,4,40,2,2,107,6,60,32,0,2,3,13,21,8,26,6,7,1,29,3,12,74,4,103,1,17,10,1,6,3,1,2,4
y,y,n,y,n,12,0,88,1,42,0,0,72,1,31,17,96,23,0,8,66,95,19,10,11,11,30,356,1,34,3,8,4,0,17,1,3,26,0,1,98,0,67,14,8,1,3,12,11,5,35,4,0,0,17,0,5,60,13,82,0,21,1,0,5,0,9,0,2
n,y,n,n,n,7,0,20,2,7,0,0,35,0,14,6,35,19,1,0,32,22,3,2,3,0,9,111,1,5,6,4,10,0,4,7,1,7,3,1,42,2,16,16,0,3,0,7,10,3,7,10,0,0,2,0,4,32,4,32,1,1,0,0,1,0,1,0,6
y,y,n,y,n,12,0,58,4,29,0,6,48,5,21,20,70,35,4,1,39,55,18,12,6,6,30,282,1,51,13,6,7,0,12,3,4,33,1,4,81,0,37,26,0,3,6,13,13,4,19,10,2,0,16,1,8,37,7,91,3,22,4,6,2,3,5,3,3
n,n,y,y,n,15,2,66,1,29,0,0,87,2,54,28,123,57,5,10,65,87,17,29,17,14,39,463,1,55,5,11,10,1,3,2,7,60,8,1,147,4,79,27,0,4,1,13,22,3,36,11,0,3,33,0,10,77,10,121,0,18,4,0,8,1,3,0,0
y,n,y,y,y,1,0,2,1,0,0,0,5,1,1,1,5,1,0,1,4,1,0,1,0,0,2,21,0,8,0,0,1,2,1,0,0,3,1,0,8,0,3,4,0,0,0,0,4,0,1,1,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0
y,n,n,n,y,18,0,66,5,28,1,1,70,1,35,13,89,30,5,24,33,72,19,24,9,3,70,338,4,33,13,3,10,0,9,3,6,31,1,2,101,7,50,29,1,0,4,1,16,3,40,9,0,2,18,7,6,54,9,99,0,23,1,0,8,0,5,9,5
n,y,n,n,y,8,0,47,7,19,3,1,56,0,23,12,56,25,2,7,46,42,15,15,6,5,21,244,2,27,3,3,5,0,6,3,4,22,3,1,78,1,41,15,1,2,1,6,12,3,16,7,0,1,14,0,9,42,6,69,2,4,0,1,2,1,3,0,0
y,n,n,y,n,18,2,69,5,28,1,8,109,2,34,37,149,56,9,16,84,71,22,10,11,6,63,452,1,60,18,8,19,1,3,6,6,53,12,2,162,1,86,38,1,2,4,18,18,6,18,22,3,1,33,3,10,114,11,143,0,21,5,1,4,0,5,0,10
n,n,y,y,n,15,0,60,8,29,1,1,76,5,27,23,115,29,0,5,67,61,34,23,14,13,49,406,2,40,6,1,4,0,5,1,11,71,9,3,147,2,66,35,4,2,4,19,30,16,38,14,2,0,24,4,12,87,7,120,4,9,3,0,5,1,2,0,0
n,n,n,y,n,15,0,67,30,38,13,10,90,1,47,11,137,26,1,11,78,89,24,25,9,8,40,367,3,25,18,21,5,1,12,6,1,36,3,4,126,4,66,58,4,5,5,12,40,5,40,15,9,0,13,5,21,115,8,91,7,9,3,7,9,0,9,0,3
n,n,y,n,y,6,0,27,8,14,1,3,34,3,12,8,48,29,0,3,30,28,4,9,3,0,22,189,1,19,3,13,3,2,3,5,2,16,1,2,50,1,37,18,1,1,4,4,15,4,21,10,2,0,16,2,3,33,2,50,4,12,3,2,1,0,0,2,0
n,y,n,y,y,20,0,95,3,45,1,0,65,0,16,25,82,34,17,13,27,72,26,25,12,6,72,411,1,29,2,2,15,0,15,1,6,56,5,1,121,11,49,11,2,0,0,10,9,6,60,6,1,1,36,5,12,52,8,135,0,22,1,0,9,0,3,0,1
y,n,y,n,n,7,0,70,3,26,0,0,76,4,27,9,85,23,1,20,51,64,11,6,3,3,45,292,1,27,6,3,8,3,17,2,4,15,2,1,91,2,56,22,2,1,2,10,16,1,22,6,2,5,12,3,8,61,11,55,0,17,2,0,6,0,11,1,1
y,n,y,n,y,18,0,69,17,33,10,2,71,0,32,29,98,59,3,0,57,72,32,22,12,15,37,406,0,41,7,6,8,1,9,7,5,48,4,3,119,10,58,25,5,5,6,13,18,9,46,17,1,1,24,1,22,62,10,128,6,12,1,2,1,1,4,0,1
y,y,y,n,y,8,1,55,6,35,5,0,41,3,32,5,63,33,2,1,32,82,5,9,2,4,19,246,0,34,7,7,4,0,8,0,2,19,3,0,60,5,45,16,0,0,0,5,9,1,24,3,0,1,21,1,5,48,14,50,1,10,1,0,1,0,10,0,4
y,n,n,y,n,17,3,66,8,21,0,1,53,1,12,17,74,23,0,2,47,39,11,19,14,5,26,292,3,12,7,1,13,0,1,4,3,31,4,1,84,2,42,23,1,1,3,12,16,7,39,11,1,0,18,0,7,58,7,88,4,5,2,0,14,1,0,0,1
y,n,y,y,y,20,0,59,5,15,0,1,65,4,15,19,88,38,0,1,58,34,19,13,1,6,20,312,4,34,3,7,12,0,16,1,4,32,1,0,97,2,61,17,0,3,5,8,14,1,23,7,1,0,18,0,14,67,6,93,0,9,4,0,1,1,0,0,0
n,n,y,n,n,5,0,68,1,26,0,0,57,3,25,23,95,43,3,3,50,69,12,7,6,5,24,341,0,35,6,3,14,0,10,3,3,40,1,1,97,1,65,22,0,0,2,9,16,2,31,6,1,1,23,0,7,68,15,86,0,17,1,0,4,2,3,0,0
y,y,y,n,y,31,2,75,14,28,3,4,100,4,33,30,136,54,0,20,88,59,34,37,16,14,47,434,4,37,14,2,10,0,3,8,2,34,0,2,134,1,84,46,3,11,0,13,32,9,23,8,2,7,29,1,16,90,7,150,6,10,2,2,12,2,2,1,1
n,y,y,n,y,17,2,49,15,35,2,5,65,1,41,17,80,37,0,18,48,73,13,9,8,8,48,298,4,21,20,0,8,4,3,7,3,33,6,5,98,3,50,52,0,9,2,16,32,14,34,17,0,4,26,1,9,58,5,94,9,9,0,1,5,0,4,0,6
y,n,y,y,n,27,7,116,21,47,1,21,118,4,51,39,184,81,5,60,65,112,16,16,12,7,116,592,6,69,33,5,13,8,7,4,4,78,7,1,196,9,99,59,12,1,2,32,28,10,46,13,9,3,50,0,23,132,15,170,6,29,4,18,7,1,1,0,3
y,y,y,y,n,16,0,49,10,20,1,0,76,3,29,16,107,30,3,15,61,53,9,20,11,5,40,330,5,37,7,4,5,0,5,0,2,24,2,2,100,2,70,27,0,3,3,16,20,4,21,6,2,0,26,0,3,79,6,87,2,13,1,0,3,2,5,0,4
y,n,y,y,y,15,0,95,7,33,1,0,44,2,18,18,101,28,2,5,33,57,26,28,14,4,21,391,2,45,8,6,7,2,17,2,12,54,3,2,98,4,64,19,3,1,0,12,11,2,37,5,1,0,25,0,17,77,6,111,3,10,2,0,4,1,1,0,0
y,y,n,y,n,14,0,52,10,15,4,0,78,2,30,25,94,37,1,8,69,45,15,12,7,9,29,317,3,29,2,4,4,0,14,4,4,25,1,2,103,2,60,22,2,4,1,6,20,2,24,6,2,3,23,2,17,71,4,102,1,8,1,0,4,0,7,0,0
n,y,n,y,n,14,0,53,2,23,1,1,59,2,31,22,67,22,0,10,42,57,11,8,10,3,36,256,0,31,4,3,0,1,4,3,4,24,1,0,83,6,42,24,1,4,4,11,20,2,19,8,0,0,11,2,6,40,4,68,1,18,1,0,4,0,2,2,0
y,y,y,y,n,12,0,82,3,27,0,4,99,2,47,20,119,37,7,21,71,89,7,20,8,6,54,392,3,33,10,2,9,1,8,4,10,30,1,1,129,4,75,25,7,0,1,13,14,3,17,7,0,4,32,4,9,65,15,98,0,43,0,0,2,2,6,0,1
n,y,n,y,n,15,1,75,9,40,0,5,64,1,30,25,107,33,0,6,44,82,27,23,11,7,51,375,3,48,10,2,13,1,6,6,3,41,5,0,105,8,63,38,3,7,0,21,28,12,38,11,0,0,25,1,11,74,16,117,6,17,8,3,4,0,1,1,0
y,y,y,n,y,28,1,86,14,25,0,1,89,0,39,40,153,49,2,3,81,72,23,23,13,14,24,455,9,57,9,4,11,2,3,6,2,47,0,1,136,1,90,28,3,3,0,26,19,6,25,6,3,2,28,0,24,99,11,159,2,24,2,1,5,4,0,0,0
n,y,y,y,y,2,1,26,4,16,0,0,19,3,12,9,34,9,6,2,12,33,3,5,1,0,11,111,4,18,4,2,3,0,8,2,0,8,0,0,27,0,20,15,2,3,1,3,11,1,13,3,0,0,7,0,1,17,7,24,0,13,0,0,1,0,7,0,1
n,y,n,n,y,15,1,67,8,22,1,3,62,1,29,16,68,36,3,1,55,48,22,20,5,3,29,304,5,25,9,1,9,0,1,0,2,32,6,2,94,3,42,29,0,7,1,8,20,7,25,7,1,0,22,3,7,51,2,94,1,5,0,1,2,2,2,1,2
y,y,n,y,n,16,0,63,15,25,8,5,86,0,36,16,131,38,2,6,71,74,27,25,10,7,33,386,3,43,14,12,13,0,18,2,6,40,4,1,126,5,73,27,6,4,2,17,13,3,33,8,1,2,19,2,16,96,13,103,5,17,3,1,7,1,5,0,4
n,y,n,n,n,9,0,25,8,10,0,1,35,0,15,17,58,23,0,0,34,29,10,9,5,2,5,181,6,15,6,2,2,0,9,1,1,19,1,0,54,0,39,12,2,1,0,10,6,0,14,2,0,0,15,0,7,43,4,62,2,8,1,0,0,2,0,0,1
y,y,y,y,n,12,2,35,17,23,5,14,54,3,22,8,68,30,0,14,39,51,4,8,6,6,29,243,1,34,22,4,6,2,1,4,1,25,3,1,79,1,44,31,0,1,0,8,9,5,21,7,6,4,18,2,9,37,7,63,9,18,3,14,3,0,9,0,0
y,n,n,n,n,14,0,52,7,25,1,0,43,1,25,24,70,33,0,7,36,59,22,15,9,4,31,257,4,35,1,4,12,5,4,5,2,17,0,4,60,3,41,22,0,4,2,19,21,4,18,7,1,1,14,1,9,56,13,90,1,4,0,1,4,0,1,0,1
n,y,n,n,n,12,0,66,3,28,0,0,60,2,40,20,76,34,2,1,53,81,16,10,9,4,25,285,2,41,4,9,5,0,16,2,3,24,1,2,84,4,43,23,1,4,1,13,18,4,15,4,0,0,22,0,9,54,16,90,1,15,0,0,7,2,0,0,1
n,y,n,n,n,3,0,43,1,27,0,3,42,3,22,7,68,23,2,4,27,52,8,10,5,7,38,216,0,24,3,4,2,1,7,0,2,14,2,1,56,10,48,17,0,3,6,6,14,2,15,9,0,4,18,1,5,55,6,47,1,5,3,2,0,0,6,0,0
y,y,y,n,n,15,3,78,6,22,0,7,76,0,45,27,138,37,2,1,68,79,27,19,7,11,20,416,2,26,16,11,4,2,11,3,9,61,3,1,137,0,84,38,1,1,1,10,23,2,34,8,0,0,14,1,26,106,11,110,4,14,6,7,6,2,1,0,1
n,n,n,y,n,14,0,25,3,11,2,0,48,0,23,11,75,12,0,1,47,40,15,5,6,3,9,187,0,24,1,2,4,0,2,1,0,18,3,4,66,0,46,12,0,1,1,6,11,1,11,5,0,0,3,1,7,56,7,53,1,12,0,0,5,0,1,0,1
y,y,n,n,y,14,0,80,15,50,1,8,96,1,43,42,143,62,3,19,71,93,32,20,19,14,54,485,3,56,16,10,17,5,7,9,6,49,7,2,145,8,96,44,1,9,1,18,28,5,29,16,2,1,27,1,17,84,10,158,9,34,2,3,5,0,8,1,1
y,y,n,y,y,19,0,51,1,17,0,1,53,2,28,33,97,43,0,0,36,45,33,21,16,3,43,333,0,40,10,0,12,1,3,2,3,47,4,0,100,8,59,28,0,6,0,13,18,10,23,6,1,0,13,0,6,82,6,119,0,5,9,0,1,2,0,0,0
y,y,y,n,n,30,1,86,10,34,1,7,125,1,42,29,181,68,3,29,96,96,35,16,10,19,73,512,3,65,21,8,13,1,4,9,6,65,4,4,190,6,97,49,1,6,1,22,28,4,18,14,4,1,28,2,30,128,22,152,2,25,2,1,6,1,6,3,8
y,y,n,y,n,18,0,73,9,33,3,2,84,0,34,12,95,53,0,3,77,76,13,21,11,7,29,359,0,40,13,3,19,0,7,10,3,37,2,3,121,5,50,25,5,7,3,11,12,3,18,15,0,2,24,1,7,62,16,100,6,18,0,1,8,2,4,0,7
y,n,y,y,y,28,1,105,8,45,2,1,136,6,34,40,165,47,7,15,100,94,41,19,9,13,85,595,2,67,18,5,10,2,15,6,10,73,3,5,209,6,97,48,0,5,3,24,29,6,48,12,1,6,32,3,20,116,16,176,3,28,8,0,7,1,6,0,9
y,n,y,y,n,32,0,90,6,48,2,3,115,1,33,43,157,62,7,27,81,84,31,23,14,10,80,524,0,68,13,1,11,2,13,9,5,70,7,2,185,2,90,45,1,10,2,20,32,14,26,18,2,0,40,2,19,98,13,189,2,36,5,0,1,0,3,0,5
y,n,n,y,n,3,1,37,7,12,1,1,33,0,16,6,59,21,0,1,29,34,7,11,3,3,12,172,3,19,2,1,4,0,9,0,3,18,3,4,51,0,29,14,1,0,1,6,12,2,11,4,3,3,9,0,8,47,6,43,0,5,3,1,3,0,1,0,0
y,n,y,n,n,8,0,45,8,25,2,2,61,3,20,12,70,25,2,8,49,57,15,7,3,7,29,221,2,27,9,4,7,0,4,5,0,12,1,0,73,4,41,21,1,2,1,4,12,1,11,7,2,2,20,2,15,55,13,67,5,5,0,1,2,1,5,0,5
n,y,y,y,y,14,2,65,11,26,2,9,55,4,35,17,82,40,1,1,44,64,25,18,12,3,35,313,1,36,16,6,10,2,17,4,1,42,4,1,97,6,45,40,0,6,3,13,24,10,21,11,1,0,20,0,14,65,7,95,8,7,4,6,6,0,3,0,1
n,y,n,n,n,7,1,61,2,19,0,2,65,1,30,23,81,32,0,7,53,59,22,16,6,3,20,306,1,37,5,6,13,1,11,3,2,34,2,1,99,5,49,19,5,4,2,6,14,4,20,7,1,1,17,0,8,63,11,87,1,11,0,1,3,0,1,0,2
y,y,n,n,y,22,5,110,10,32,0,1,104,1,36,40,142,70,0,0,90,75,30,28,23,18,52,582,7,54,10,2,13,3,13,0,5,64,6,1,168,12,94,25,2,6,1,18,15,11,59,7,1,1,45,0,23,90,11,188,2,24,2,0,5,2,1,1,3
n,n,n,n,n,7,0,55,5,25,1,1,34,0,28,17,49,30,0,3,29,59,19,7,2,1,15,213,2,20,5,5,6,2,8,1,5,26,3,0,60,2,30,11,0,1,0,3,6,1,15,4,1,0,13,0,8,40,5,56,1,5,0,0,4,0,3,0,2
y,n,y,n,n,19,0,69,2,27,1,1,72,0,32,14,112,26,1,9,63,70,28,13,3,3,39,308,0,27,5,6,12,0,8,3,4,38,3,7,110,2,54,21,2,0,2,14,16,1,23,8,0,0,15,5,12,90,11,91,1,16,1,0,4,0,6,0,2
n,n,y,n,n,9,0,70,3,39,2,2,87,4,35,22,129,27,2,11,68,78,31,18,6,13,55,398,1,48,3,3,5,1,25,3,4,43,4,2,130,11,88,30,2,4,4,12,27,5,23,11,0,5,16,1,26,81,7,100,0,22,1,0,3,0,7,0,0
n,n,n,n,y,8,4,55,8,29,0,9,78,1,30,14,75,40,13,1,39,67,7,11,16,1,55,299,1,29,17,9,9,3,4,2,0,23,10,3,101,2,42,34,1,2,7,9,18,1,27,19,0,1,33,0,4,26,9,92,7,45,23,5,3,0,0,0,3
y,n,y,n,n,22,0,116,4,50,0,0,123,2,56,23,159,53,13,18,83,129,20,18,5,5,67,533,3,65,15,9,17,2,7,8,10,50,4,1,173,7,80,31,2,4,4,6,16,9,42,16,0,5,40,2,6,82,27,133,1,67,2,0,5,4,14,3,6
n,y,n,y,n,8,0,37,4,16,2,1,42,0,12,17,60,28,0,4,34,32,13,4,4,4,25,204,1,15,6,0,6,0,7,1,3,17,2,2,59,4,42,12,0,0,2,10,6,2,17,5,0,0,12,1,6,39,1,61,1,14,1,0,2,0,2,0,2
y,y,y,y,y,16,0,75,6,35,1,1,77,0,44,22,110,43,1,1,70,92,19,22,14,9,27,373,1,40,9,10,4,1,11,2,6,26,5,1,103,5,63,19,0,2,1,13,10,0,25,9,0,5,29,0,15,78,13,110,4,11,0,0,8,1,7,0,6
y,n,y,n,n,23,2,99,24,58,3,16,119,6,50,36,161,82,3,20,92,106,28,23,13,19,76,542,5,61,26,7,17,11,6,3,1,52,10,2,171,6,91,67,5,14,6,25,42,14,42,19,9,3,37,1,28,104,10,167,9,23,2,12,5,1,3,0,2
n,y,y,y,n,30,2,129,12,35,3,3,180,4,77,38,209,79,3,41,139,132,54,27,7,20,108,680,5,45,14,14,21,1,14,17,8,48,11,3,228,5,117,74,3,7,6,24,58,10,49,34,0,11,56,6,28,130,27,212,4,40,3,0,8,2,11,1,4
y,y,n,y,y,11,0,64,5,25,0,0,56,2,23,19,82,49,0,0,53,47,16,23,7,7,15,325,3,35,1,1,9,0,11,2,5,29,1,2,85,3,52,22,0,3,1,12,21,2,23,4,2,0,30,0,13,59,2,100,0,9,0,0,7,0,1,0,0
y,n,y,n,n,10,0,40,10,15,5,2,50,1,21,15,61,27,8,2,37,35,9,12,9,5,29,248,5,22,8,3,4,4,2,2,4,29,1,2,79,3,41,25,1,6,0,10,17,5,28,3,1,1,14,2,7,40,4,66,0,15,0,0,3,1,1,2,2
y,n,n,y,n,4,0,40,7,22,1,0,41,1,23,7,51,24,3,4,32,52,8,14,5,4,22,199,5,25,3,2,5,1,9,2,2,15,0,3,56,2,29,15,0,0,0,5,12,2,18,2,1,0,19,1,7,33,7,54,0,10,0,0,7,0,1,0,1
y,y,y,y,n,12,0,47,4,23,0,6,52,1,34,11,85,27,3,12,40,58,14,17,8,7,32,272,2,43,7,5,7,1,4,3,3,26,5,2,78,3,54,21,0,3,4,13,14,4,19,13,0,0,18,1,12,55,4,77,2,12,0,2,6,0,4,0,1
n,n,y,y,n,10,1,82,14,34,3,3,63,1,36,19,114,43,5,21,32,80,15,19,7,8,57,412,4,47,6,8,12,1,7,5,12,41,3,0,104,6,75,22,2,4,0,9,15,7,49,8,2,4,37,1,10,46,14,112,5,45,0,0,12,0,8,0,2
y,n,y,y,n,33,0,123,15,49,12,0,123,7,48,44,165,61,9,17,101,109,31,38,17,17,50,607,1,90,9,5,20,6,13,5,7,65,6,1,188,1,98,48,0,5,1,24,39,4,30,13,1,3,33,3,23,109,15,193,1,26,2,0,7,3,5,1,4
n,y,n,y,y,3,1,28,6,9,1,1,41,0,6,9,47,11,0,3,22,18,4,12,5,3,34,162,2,17,3,4,9,1,0,0,0,17,2,0,58,0,32,16,0,1,2,19,13,1,6,4,0,1,7,0,4,31,4,41,3,11,16,1,0,1,2,0,1
n,y,n,y,y,14,0,82,4,38,0,0,59,1,27,15,97,35,9,8,37,75,11,17,9,7,54,370,2,39,6,17,9,5,7,1,5,40,6,0,99,4,59,30,0,2,4,10,24,12,44,12,2,1,22,1,9,59,11,85,0,26,4,0,1,0,1,5,1
n,y,y,y,n,19,2,81,3,21,1,3,106,1,38,29,147,73,4,44,82,75,22,19,8,13,106,458,1,51,10,4,9,0,4,5,1,43,1,0,149,4,78,34,2,1,10,23,24,4,21,17,0,3,37,8,29,67,15,139,1,55,0,0,7,1,3,0,2
y,n,y,y,y,9,1,40,10,21,4,6,55,2,26,13,100,23,0,6,51,52,22,7,4,11,19,258,2,37,12,10,2,3,3,2,2,30,3,1,85,1,58,32,3,2,4,10,20,3,26,11,1,2,5,1,10,67,8,57,3,16,0,5,2,0,2,1,0
n,y,n,n,y,4,0,17,3,11,1,0,17,0,5,7,26,10,0,0,17,16,7,10,4,4,3,103,2,8,2,2,4,0,3,4,0,9,0,0,26,0,19,7,0,1,0,3,5,0,14,4,0,0,4,0,5,17,0,31,0,3,0,0,0,0,0,0,0
y,y,y,y,y,6,0,55,2,24,0,0,32,0,9,3,41,19,2,8,12,34,7,18,6,1,30,191,2,12,5,0,7,0,1,0,5,7,0,0,39,7,31,14,0,0,0,3,8,0,20,0,0,1,20,4,6,28,1,54,0,8,3,0,3,3,3,0,0
y,y,y,y,n,13,0,32,1,13,0,5,38,2,19,24,75,32,1,12,34,37,31,6,4,11,25,226,1,33,11,0,3,0,4,1,0,39,2,2,77,0,46,25,0,3,2,13,14,0,10,5,0,0,12,0,9,57,8,83,0,4,0,1,4,1,0,2,3
y,y,y,n,n,14,2,41,12,17,0,1,55,0,22,17,67,21,2,13,41,40,8,7,6,4,26,216,6,16,11,0,4,0,2,4,6,25,2,0,80,1,33,22,1,0,0,7,11,1,15,6,5,1,16,0,8,34,1,70,1,26,0,0,1,1,0,5,5
n,y,n,n,n,5,2,31,4,18,1,7,34,0,17,6,61,10,0,9,29,42,6,3,2,1,25,184,2,19,12,1,6,0,6,1,5,30,0,2,64,0,47,16,0,0,5,4,4,10,10,6,0,0,3,3,3,46,7,28,1,7,0,3,1,0,5,1,0
n,y,n,n,y,12,1,91,11,38,0,4,54,4,40,36,87,55,5,9,29,80,25,19,7,8,56,412,6,48,7,7,6,0,15,3,5,62,3,1,116,4,55,31,1,5,2,11,25,4,49,8,3,0,26,3,13,62,6,113,5,12,7,2,2,0,5,0,0
y,y,n,y,y,9,0,62,15,30,4,0,60,1,46,11,99,22,0,3,57,93,11,11,5,7,19,314,6,26,1,12,5,1,3,4,5,33,0,2,93,0,67,19,2,1,2,11,17,1,30,8,1,1,21,1,13,59,18,74,4,24,1,0,2,0,7,0,0
y,n,y,n,y,13,1,95,7,34,0,5,88,0,49,34,119,45,2,23,62,85,19,22,7,8,59,457,3,61,12,14,11,0,8,3,9,51,1,2,139,4,84,27,4,4,9,28,15,4,30,14,1,0,23,2,13,92,5,117,3,14,4,1,2,1,2,1,4
n,y,n,y,n,15,0,87,9,31,0,0,83,4,44,32,108,45,0,3,73,86,33,21,17,8,24,456,1,45,5,6,3,2,9,5,5,59,4,3,142,2,65,24,2,1,9,16,19,2,45,18,2,2,30,0,8,84,11,130,6,9,5,0,7,2,1,0,1
y,y,n,y,y,11,0,63,17,35,1,6,124,1,44,19,145,34,4,19,94,85,36,11,3,6,74,392,4,23,15,5,7,1,3,1,5,24,10,0,148,16,82,46,2,7,3,26,31,13,29,15,4,0,17,0,22,107,14,98,10,26,2,3,2,1,0,0,4
n,n,n,y,y,11,0,53,5,37,0,0,64,0,37,19,81,25,1,5,54,82,22,10,3,6,21,290,2,38,2,1,8,2,14,3,2,35,6,4,99,3,51,16,2,2,2,3,14,3,25,11,0,0,8,0,10,59,9,70,3,9,2,0,2,1,6,0,1
n,y,n,n,n,5,0,34,4,10,0,0,42,1,16,13,53,26,1,1,40,37,11,12,4,4,9,203,2,31,7,2,2,0,1,2,2,14,0,2,56,0,34,12,0,0,0,8,5,0,12,2,0,2,17,3,5,33,9,52,2,9,0,0,3,0,10,0,7
y,n,n,n,n,25,0,49,11,20,4,2,71,0,23,26,112,44,1,5,59,50,21,18,13,9,28,320,3,43,12,2,14,0,4,4,1,25,2,0,96,4,67,34,0,0,2,27,22,6,12,8,1,3,15,0,12,84,7,111,3,11,2,1,15,0,2,2,7
n,y,y,n,y,22,0,78,6,28,4,1,84,3,48,34,123,58,0,13,63,80,26,19,8,10,61,453,1,50,8,2,17,3,11,5,13,41,7,2,125,10,75,37,1,3,2,19,29,3,42,14,0,7,30,4,16,71,7,144,1,35,0,0,9,0,4,4,2
n,y,n,n,n,26,1,78,3,44,0,1,56,0,47,31,113,51,0,9,44,95,33,22,4,10,30,423,2,44,6,7,11,4,10,3,7,60,4,5,116,3,78,32,2,7,6,27,26,0,36,13,0,0,20,3,11,61,10,125,1,26,2,0,4,0,12,0,0
y,y,n,y,n,20,1,132,11,59,3,2,112,2,52,24,176,60,5,31,86,134,29,18,5,9,68,550,5,44,8,10,16,3,26,1,7,45,5,2,157,5,98,33,2,3,5,17,25,3,48,11,0,1,46,1,24,110,25,148,3,47,3,1,9,1,6,0,1
y,n,y,n,y,41,6,114,8,48,0,4,146,6,67,48,230,94,4,28,100,119,40,43,19,13,123,749,3,80,20,2,10,5,14,4,8,111,10,3,257,11,133,57,1,13,3,31,37,18,55,17,0,15,59,2,12,114,16,216,5,90,11,1,6,0,3,6,6
n,n,y,y,n,36,1,84,11,26,5,1,82,0,46,32,131,50,0,9,56,81,39,27,6,10,48,436,4,37,7,6,8,2,2,8,3,59,4,3,141,17,75,23,3,3,1,11,14,4,32,13,0,0,22,0,13,70,11,148,2,38,6,0,5,2,0,2,0
y,y,y,n,y,17,3,70,8,28,0,6,50,1,20,24,91,25,0,11,37,59,21,31,13,10,32,321,3,41,9,5,11,0,3,0,3,41,7,0,91,0,48,22,0,3,1,2,13,4,30,9,2,0,5,2,12,56,13,101,3,18,6,3,5,0,1,0,2
n,y,y,y,y,7,3,73,8,34,0,3,49,3,32,20,89,41,1,2,37,72,19,12,9,8,29,353,4,35,7,4,11,2,12,4,6,45,5,3,94,7,56,23,3,1,4,12,16,2,45,13,1,0,17,1,8,54,6,87,4,21,3,1,5,0,5,1,1
y,y,y,n,n,9,0,53,4,26,0,1,48,1,16,15,63,15,5,0,39,40,12,16,9,7,24,255,0,30,6,5,2,0,9,1,3,27,2,0,75,2,40,22,0,3,1,10,16,4,23,4,4,2,16,0,5,39,0,64,0,8,2,0,2,0,2,0,2
n,y,y,y,y,44,0,113,11,55,0,10,218,0,64,66,301,110,0,12,174,124,58,32,17,31,118,881,6,73,38,6,32,1,18,10,4,138,4,3,356,26,177,71,2,10,12,47,33,6,39,26,1,10,42,2,54,198,17,281,4,40,8,1,6,4,15,4,9
y,n,y,y,y,1,0,10,3,8,0,1,25,1,10,4,24,8,0,4,23,20,5,3,3,2,11,72,1,8,3,5,3,0,6,1,0,5,0,1,30,0,11,12,2,1,0,5,9,1,5,1,1,2,2,3,4,20,3,21,1,1,0,0,2,0,4,0,0
y,n,y,y,n,15,0,62,2,23,2,3,71,5,34,20,87,32,4,1,52,64,20,12,12,7,30,319,0,50,5,1,6,2,9,2,2,33,1,1,104,3,52,22,3,3,1,12,17,1,14,4,0,0,21,0,11,55,7,97,0,14,11,0,5,0,2,0,2
y,n,n,n,y,13,0,64,12,22,6,3,78,0,25,17,79,39,1,22,51,55,15,9,4,4,41,297,2,30,3,4,7,1,10,3,0,18,4,0,96,3,47,11,1,1,1,5,8,2,24,10,1,0,27,7,10,55,9,86,3,14,1,0,7,0,0,0,0
n,y,n,y,n,21,0,94,22,39,15,2,86,0,36,26,133,44,0,6,69,80,17,25,11,13,33,467,4,42,13,3,17,0,5,9,5,62,2,1,148,0,83,28,1,6,4,24,15,0,30,16,0,1,29,0,13,108,11,127,5,8,11,1,7,5,1,1,2
y,y,n,n,n,27,1,86,6,28,0,8,120,1,42,21,182,30,4,14,108,79,20,14,6,16,54,491,2,56,14,2,18,0,7,6,5,60,7,1,180,4,108,36,1,5,2,14,22,7,23,15,1,3,18,1,30,135,12,126,3,12,0,1,11,1,5,0,2
