Essay_Number,Attribution,Background,Cause,Comparison,Condition,Contrast,Elaboration,Enablement,Evaluation,Explanation,Joint,Manner-Means,Summary,Temporal,Topic-Change,Topic-Comment,
1953,31,6,0,0,5,12,59,1,12,6,36,0,3,2,0,0,
1955,16,3,1,0,0,8,50,4,3,2,10,0,3,1,0,0,
1957,28,3,0,0,0,7,41,2,2,3,10,0,0,0,0,0,
1958,28,7,0,0,3,17,49,5,6,8,36,0,2,2,0,2,
1959,25,9,0,0,1,10,55,2,17,1,20,0,7,4,4,0,
1960,46,5,0,0,2,9,36,9,8,6,62,0,1,1,0,0,
1963,19,2,0,0,1,12,50,5,4,2,36,0,0,1,0,0,
1964,30,8,1,1,2,6,55,1,7,5,36,0,2,0,0,0,
1965,18,7,0,0,0,10,73,1,7,3,20,0,3,4,10,0,
1967,28,2,2,0,1,5,104,9,9,2,8,0,4,3,4,0,
1970,10,4,0,0,0,5,32,8,7,2,4,0,5,4,10,0,
1971,8,4,2,0,0,3,60,5,4,1,8,0,3,1,4,0,
1972,30,8,1,2,7,8,54,2,13,2,18,0,2,2,0,2,
1973,12,3,0,0,1,6,16,3,11,4,8,0,2,2,0,0,
1974,20,3,1,0,1,7,44,2,5,10,14,0,1,1,0,0,
1975,22,6,1,0,2,10,32,2,14,6,18,0,1,1,0,0,
1976,20,9,0,0,1,6,55,5,8,4,16,0,1,1,2,0,
1977,37,11,0,0,2,23,35,6,15,10,22,0,2,4,0,0,
1978,35,4,2,0,2,10,54,0,22,8,18,0,3,3,0,0,
1979,8,4,0,1,1,12,3,2,10,7,16,0,2,0,0,0,
1980,24,5,0,2,3,7,21,0,8,11,12,0,1,1,0,0,
1981,13,3,0,0,1,1,40,1,1,1,6,0,3,0,4,0,
1982,15,3,0,1,2,9,44,4,15,6,20,0,3,4,2,0,
1983,16,2,4,1,1,7,36,5,13,1,6,0,2,1,2,0,
1984,27,5,0,1,0,3,27,1,11,4,74,0,1,2,0,0,
1985,17,2,2,0,0,4,20,4,17,0,16,0,3,4,4,0,
1986,21,6,1,0,4,11,38,3,15,12,6,0,3,0,0,0,
1987,17,3,1,1,3,5,47,3,7,3,10,0,2,5,2,0,
1988,11,0,0,0,0,6,50,2,10,2,22,0,2,0,0,0,
1989,26,1,2,0,0,9,50,1,10,3,12,0,2,6,0,0,
1990,37,2,0,0,1,8,30,3,4,1,24,1,1,0,0,0,
1991,14,2,0,0,1,8,69,1,0,2,6,0,3,0,6,0,
1993,25,4,1,1,0,8,46,1,10,7,30,0,3,5,0,0,
1994,14,5,0,2,1,6,61,5,9,3,12,0,1,3,0,0,
1996,13,3,0,1,1,12,57,4,7,4,22,0,4,4,0,0,
1997,12,3,0,0,1,5,46,4,9,5,24,0,4,5,2,0,
1999,13,5,0,0,2,5,34,1,4,4,26,0,3,0,0,2,
2001,36,7,3,0,3,11,40,9,15,13,36,0,1,1,0,2,
2003,29,8,2,0,3,21,45,7,13,10,48,0,3,4,0,0,
2004,28,7,0,0,5,9,32,6,18,8,16,0,2,2,0,0,
2005,30,3,0,1,2,8,61,3,10,4,24,0,3,1,2,0,
2007,31,18,0,0,4,12,28,5,10,18,50,0,0,3,0,0,
2008,12,7,0,0,0,7,31,1,4,5,28,0,0,3,0,0,
2009,16,6,1,0,3,10,33,2,7,4,14,0,5,6,0,0,
2010,18,3,0,0,1,6,44,1,6,4,22,0,1,0,0,0,
2011,14,3,1,2,1,8,56,3,10,3,8,0,1,2,2,1,
2012,20,6,1,0,5,14,31,0,16,9,14,0,9,2,4,0,
2013,23,3,0,0,3,2,48,1,6,5,20,0,2,2,0,0,
2014,11,2,0,0,2,0,50,1,2,2,8,0,4,4,0,0,
2015,15,4,1,0,1,11,30,0,11,7,18,0,2,2,0,0,
2016,21,7,0,0,2,9,59,6,6,4,18,0,1,3,2,0,
2017,35,6,0,0,1,14,58,3,14,3,42,0,2,3,0,4,
2018,29,10,1,0,4,17,44,3,10,5,36,0,5,3,0,0,
2019,15,5,0,1,5,10,17,1,10,4,22,1,1,1,0,0,
2020,24,5,1,0,2,10,54,3,5,5,30,0,3,2,0,2,
2021,25,4,0,2,1,3,48,2,6,8,14,1,2,3,0,0,
2022,25,9,1,0,8,12,44,4,11,8,26,1,4,1,0,0,
2023,33,2,1,0,2,6,30,5,4,3,22,1,0,0,0,0,
2024,24,2,0,1,1,11,31,2,9,7,26,1,5,5,0,2,
2025,21,6,1,0,0,21,77,2,9,6,38,1,3,4,0,0,
2026,16,1,0,0,1,6,56,2,5,11,16,0,1,0,0,0,
2027,13,3,1,1,4,7,26,2,8,7,38,0,0,1,0,0,
2028,39,10,0,1,2,9,52,3,8,17,68,0,1,3,0,0,
2029,35,3,1,0,4,14,35,2,12,4,42,1,2,1,0,0,
2030,11,6,3,0,0,7,38,2,10,5,8,0,5,4,8,0,
2031,28,6,1,0,3,18,36,5,7,7,28,0,2,0,0,0,
2033,15,8,2,0,3,12,11,2,8,13,24,0,3,11,0,0,
2035,11,4,1,0,4,20,25,3,17,12,16,0,1,2,0,0,
2036,23,3,0,0,0,10,50,5,11,9,20,0,2,3,0,0,
2037,30,9,3,0,0,8,54,3,16,4,10,0,2,3,2,0,
2039,22,4,0,0,0,10,85,4,15,4,44,0,7,6,2,0,
2040,40,6,1,0,3,6,72,1,12,12,44,0,3,0,0,0,
2041,19,6,1,0,1,14,21,4,8,5,40,0,3,0,0,0,
2043,19,2,1,0,0,6,69,7,6,6,14,0,3,3,8,0,
2044,10,2,0,0,1,3,24,2,2,2,10,0,0,2,0,0,
2045,10,4,0,1,2,14,54,2,4,1,16,1,4,2,6,0,
2046,20,3,2,0,0,5,39,3,7,7,22,1,0,0,0,0,
2047,17,1,1,1,1,3,23,3,7,4,14,0,1,3,0,0,
2048,16,1,2,0,1,7,60,7,2,3,10,0,3,2,2,0,
2051,23,4,0,0,6,8,49,18,12,5,6,0,3,0,4,0,
2052,8,0,0,0,1,0,13,0,2,0,4,0,1,0,0,0,
2054,15,5,1,0,5,4,29,3,7,1,6,0,1,5,0,0,
2055,26,5,3,0,4,6,57,4,6,3,28,0,0,2,0,0,
2056,20,3,0,0,2,2,54,3,3,4,6,0,0,2,2,0,
2057,19,3,0,0,2,5,29,3,10,2,16,0,3,0,0,0,
2058,22,3,0,0,1,5,34,4,8,6,20,1,4,0,0,0,
2059,26,5,1,0,3,3,28,1,6,6,30,0,1,1,0,0,
2060,13,0,1,0,0,7,36,1,13,3,22,0,0,0,0,0,
2061,10,2,1,0,0,6,29,2,7,4,18,0,1,0,0,0,
2062,16,9,3,0,1,12,44,1,18,3,14,0,7,6,10,0,
2063,32,2,1,0,9,11,110,4,8,8,32,0,1,0,0,0,
2064,20,3,1,0,3,5,17,0,10,2,8,0,4,3,0,0,
2065,18,8,3,0,0,12,56,2,10,5,18,0,4,2,4,0,
2066,23,6,4,1,2,14,49,2,23,7,16,0,1,5,0,0,
2067,33,4,0,0,1,18,33,1,17,5,22,0,2,2,0,0,
2068,16,3,0,0,1,4,23,0,7,7,14,0,1,2,0,0,
2069,18,5,0,1,4,7,25,6,16,7,20,0,1,3,0,0,
2070,31,2,1,0,1,5,87,8,2,3,12,0,2,2,2,0,
2071,26,3,1,0,0,6,8,1,2,7,20,0,0,0,0,0,
2073,16,6,0,0,4,8,62,2,5,6,18,0,4,4,6,0,
2075,10,3,0,0,0,4,33,1,5,7,18,0,0,1,0,0,
2077,26,1,1,0,3,6,60,1,2,6,22,0,0,0,0,0,
2078,24,4,0,0,5,15,69,3,10,7,6,0,4,5,2,0,
2079,37,5,2,0,1,19,23,4,11,13,32,0,1,1,0,2,
2080,12,4,0,0,0,1,36,0,3,6,14,0,1,1,0,0,
2081,12,3,2,0,0,4,29,1,6,1,14,0,1,2,0,0,
2082,35,11,1,2,4,23,74,5,17,5,14,0,5,2,8,2,
2084,14,1,2,0,5,4,30,1,2,1,10,0,1,1,0,0,
2085,38,8,2,1,4,7,116,9,10,5,36,0,7,1,6,0,
2087,35,4,1,0,5,9,65,3,10,12,42,0,6,1,0,0,
2088,15,3,0,0,0,3,68,4,6,5,8,0,3,4,2,0,
2089,22,1,0,1,3,9,36,2,10,3,20,0,1,3,0,0,
2090,15,2,1,0,0,6,54,1,5,5,4,0,3,6,2,0,
2091,28,7,0,0,5,12,39,4,8,17,26,0,3,0,0,2,
2092,16,7,0,1,1,11,74,2,19,8,28,0,7,6,12,0,
2093,23,4,5,0,0,17,38,5,24,6,20,0,6,3,6,0,
2094,19,10,2,0,4,5,63,2,9,7,14,1,5,3,6,0,
2097,21,4,1,1,1,5,46,5,11,6,12,0,2,4,0,0,
2098,24,3,0,0,4,13,44,3,15,4,26,0,1,2,0,2,
2099,36,3,1,0,4,11,30,3,19,4,16,1,1,3,0,2,
2102,15,2,0,0,1,5,37,0,11,3,2,0,1,4,0,0,
2103,26,7,1,0,1,10,34,5,10,3,28,0,0,0,0,0,
2104,22,5,0,0,1,14,58,2,6,4,24,0,2,3,0,0,
2105,14,8,1,0,0,9,35,8,6,3,14,0,1,0,2,0,
2106,18,4,2,0,2,6,30,1,8,2,4,0,0,0,0,0,
2109,33,8,1,0,2,21,52,4,13,10,12,0,4,4,4,0,
2110,32,4,1,0,1,9,41,2,7,4,14,0,1,0,0,0,
2111,27,7,1,0,2,6,45,3,16,4,30,0,4,1,0,2,
2112,20,6,0,1,2,13,19,6,10,6,12,0,1,2,0,0,
2113,29,7,2,0,2,23,57,2,19,11,36,1,3,2,2,0,
2114,24,9,2,0,5,15,57,4,19,5,56,0,2,2,0,0,
2115,13,5,0,0,1,11,40,2,9,3,4,1,0,5,2,0,
2116,18,2,1,0,3,8,52,3,15,7,10,0,4,1,4,0,
2117,13,3,0,0,2,5,63,2,13,5,30,0,2,0,0,0,
2118,13,2,0,0,2,4,16,1,9,8,24,0,2,0,0,0,
2119,15,2,0,0,0,4,77,1,5,7,20,0,0,1,4,0,
2121,19,3,0,0,1,7,21,3,3,2,20,0,2,0,2,0,
2122,21,5,2,0,2,11,60,4,20,4,8,0,2,2,0,0,
2123,12,2,1,0,1,6,47,1,6,2,12,0,1,7,0,0,
2124,18,2,1,1,1,8,52,2,13,2,6,0,3,0,8,0,
2125,21,5,1,0,0,10,29,6,12,5,8,0,1,0,2,2,
2126,26,3,0,0,0,4,40,4,4,2,24,0,1,3,0,0,
2127,13,1,1,0,1,4,53,6,4,5,18,0,3,4,6,0,
2128,41,6,0,0,2,13,48,7,15,10,22,0,1,1,0,2,
2130,22,5,2,0,2,12,61,2,8,10,42,0,2,1,2,0,
2131,46,3,0,1,4,9,63,1,13,4,12,0,4,6,0,2,
2132,43,4,0,0,3,19,38,6,18,14,40,1,2,2,0,0,
2134,26,6,0,0,4,10,52,1,5,4,22,0,0,5,0,0,
2135,32,12,1,2,2,16,57,0,14,5,14,1,3,2,6,0,
2136,8,5,0,0,1,6,24,1,3,2,10,0,1,1,0,0,
2137,26,2,0,0,2,11,50,0,11,7,22,0,3,4,0,0,
2138,13,4,0,0,2,13,11,3,11,8,14,0,1,5,0,0,
2139,14,1,0,0,1,8,42,1,0,2,10,0,0,0,0,0,
2140,25,6,0,0,2,9,41,5,9,10,32,0,1,0,0,0,
2141,24,6,3,0,0,5,38,0,10,8,14,0,4,2,4,0,
2143,36,0,2,0,1,8,48,2,6,7,8,0,0,2,0,0,
2144,13,2,0,0,3,1,25,1,2,1,2,0,2,2,0,0,
2145,14,4,1,0,2,6,44,1,7,1,8,0,2,2,4,0,
2147,14,2,0,4,1,8,79,6,13,3,16,0,2,10,10,0,
2148,30,12,0,0,0,12,28,2,10,14,38,0,3,4,0,0,
2149,26,2,1,0,1,6,78,3,7,11,28,0,1,3,2,0,
2150,9,6,0,0,0,13,11,0,5,5,24,0,2,1,2,0,
2151,17,6,0,0,1,5,42,2,0,1,16,0,0,1,0,0,
2152,12,2,0,0,2,1,51,2,0,0,2,0,2,0,0,0,
2153,12,5,1,0,0,8,42,1,8,3,14,0,0,2,0,2,
2154,34,2,1,1,1,13,52,3,16,5,36,0,6,2,0,0,
2155,16,1,0,0,1,8,71,3,12,2,16,1,7,5,6,0,
2156,25,6,1,0,0,15,68,6,12,10,16,0,5,6,4,0,
2157,12,3,0,0,0,9,44,2,10,6,10,0,2,0,6,0,
2158,15,3,3,0,0,5,27,1,2,10,22,0,0,2,0,0,
2159,21,3,3,0,1,5,53,2,8,4,10,1,4,2,0,0,
2160,31,7,0,0,1,16,27,4,12,10,34,0,1,1,0,0,
2161,33,10,1,0,2,5,35,2,0,3,10,0,1,0,0,0,
2162,26,3,0,0,0,4,69,2,6,6,10,0,2,0,4,0,
2163,18,2,0,0,0,5,68,4,0,2,4,0,1,0,2,0,
2164,41,1,0,0,5,12,57,7,19,12,50,0,1,1,0,2,
2168,47,14,5,0,1,13,95,2,20,14,44,0,4,2,0,0,
2169,24,10,1,0,7,27,22,4,17,10,38,1,1,1,0,0,
2170,8,3,0,0,2,4,15,0,6,2,20,0,1,3,0,0,
2171,23,3,0,0,1,8,39,2,6,2,14,0,0,0,0,0,
2172,34,2,1,0,7,1,50,14,6,4,16,0,3,4,2,0,
2173,10,2,0,0,0,5,19,2,6,5,6,0,2,0,0,0,
2174,14,2,2,0,0,18,25,3,6,8,16,0,5,3,0,2,
2175,19,3,0,0,2,3,37,0,6,10,26,0,1,2,0,0,
2176,67,3,0,0,4,13,28,3,19,25,40,0,4,2,0,0,
2177,16,0,1,0,5,4,34,0,2,6,16,0,2,0,0,0,
2178,14,1,0,0,0,3,32,3,5,0,6,0,0,0,0,0,
2180,28,4,1,0,0,8,81,5,7,6,14,0,6,0,2,0,
2181,27,5,1,0,3,15,37,1,10,8,48,0,0,1,0,0,
2182,10,6,1,0,3,17,23,2,14,5,36,0,2,2,2,0,
2183,79,4,0,1,5,10,57,2,11,9,74,0,1,1,0,0,
2184,35,9,1,1,4,14,52,3,20,7,18,0,2,0,0,2,
2185,34,3,2,2,1,16,39,2,13,11,36,0,3,0,0,0,
2186,36,3,0,0,1,9,22,4,10,8,40,0,2,1,0,0,
2188,19,0,1,1,4,8,40,5,5,3,28,1,2,0,0,2,
2189,8,3,2,0,1,2,33,0,1,0,10,0,1,0,0,0,
2191,13,0,0,0,1,8,32,4,14,3,20,0,6,1,0,0,
2192,3,4,0,0,1,1,15,1,6,1,6,0,1,2,0,0,
2193,15,4,2,0,0,6,37,1,13,4,10,0,3,2,0,1,
2195,29,4,0,0,4,12,20,0,11,7,28,0,0,0,0,0,
2196,13,0,1,0,1,6,37,4,7,2,16,1,2,2,0,0,
2197,44,7,2,0,1,17,49,7,8,8,42,0,3,2,0,0,
2200,14,1,1,0,1,4,45,1,4,2,10,0,1,1,0,0,
2201,22,3,0,0,2,1,25,3,2,2,6,0,0,0,0,0,
2202,16,3,0,0,1,5,23,2,10,1,10,0,3,0,0,0,
2203,13,3,2,0,0,6,48,2,7,5,12,0,3,8,4,2,
2205,9,4,1,0,0,2,26,1,9,7,12,0,0,1,0,0,
2206,18,1,1,0,1,6,52,1,10,3,24,0,4,4,8,0,
2207,41,9,2,0,8,9,72,7,13,6,28,1,1,2,0,0,
2209,26,2,4,1,6,7,45,4,8,5,28,0,3,1,0,0,
2210,20,0,0,0,3,11,65,3,5,2,26,0,2,2,0,0,
2211,15,1,2,0,1,6,24,1,3,1,6,0,1,2,4,0,
2212,28,12,1,0,2,17,36,2,17,6,10,0,4,7,0,0,
2213,18,5,5,3,2,7,69,2,6,3,12,0,1,2,2,0,
2214,25,5,0,0,2,8,46,1,14,3,32,0,0,4,0,0,
2215,21,5,1,0,2,8,45,3,8,4,24,0,2,3,0,0,
2217,8,2,0,0,0,6,27,1,3,8,24,0,5,2,0,0,
2218,28,3,1,0,1,13,56,1,7,7,28,0,0,2,0,0,
2219,10,4,1,0,2,1,31,4,16,6,14,0,2,7,0,0,
2220,23,6,6,0,1,19,47,4,24,8,38,0,3,9,2,0,
2221,26,0,0,0,1,13,37,1,9,6,28,0,1,1,0,0,
2222,11,2,0,0,1,5,36,2,10,3,16,0,4,8,4,0,
2223,10,3,0,0,0,3,21,5,5,0,6,0,0,2,0,0,
2224,19,5,2,0,3,6,52,0,6,3,14,0,3,2,0,0,
2226,20,0,1,0,2,7,42,2,10,7,22,0,2,2,2,0,
2227,12,0,0,0,1,0,56,0,0,0,0,0,0,0,0,0,
2228,22,4,0,0,3,10,27,2,7,4,16,0,1,3,0,0,
2229,31,10,1,1,0,11,49,1,8,5,42,0,4,4,0,0,
2230,8,0,0,0,0,2,18,0,1,4,4,0,0,0,0,0,
2231,25,2,1,1,3,14,50,4,6,5,44,0,1,5,0,2,
2232,43,1,0,0,0,4,42,5,5,7,28,0,0,0,0,0,
2233,6,5,0,0,0,1,21,0,0,0,16,0,0,3,0,0,
2235,18,4,1,0,1,8,65,1,6,0,24,0,3,2,2,0,
2236,34,7,1,0,0,17,44,1,7,2,42,0,1,0,0,0,
2239,31,6,0,0,1,6,31,7,7,6,22,0,0,0,0,0,
2240,29,8,2,2,4,10,58,1,9,5,26,0,2,1,0,0,
2241,29,6,4,0,3,6,75,2,6,7,34,0,4,3,2,0,
2243,23,6,2,0,0,3,28,1,5,4,8,0,2,0,0,0,
2245,28,2,1,0,0,7,68,3,6,1,12,0,5,2,0,0,
2246,10,3,2,1,3,12,23,1,7,7,10,0,1,4,0,2,
2247,12,2,0,0,0,5,23,1,6,1,24,0,2,3,0,0,
2249,21,7,0,0,0,7,33,2,5,9,22,0,0,3,0,0,
2250,30,7,2,0,3,15,52,6,17,13,26,2,2,3,0,0,
2251,17,0,1,0,2,6,35,6,7,2,10,1,3,2,0,0,
2252,35,4,2,0,1,4,21,4,4,10,12,0,2,2,0,2,
2257,12,1,0,0,1,7,26,1,0,1,10,0,1,0,0,0,
2258,16,4,0,0,1,5,50,2,12,2,18,0,2,2,8,0,
2259,22,8,2,0,5,13,57,2,8,7,28,0,2,6,0,0,
2260,28,1,0,0,0,4,26,0,6,2,12,0,0,0,0,0,
2262,17,0,2,0,1,7,42,4,14,2,38,0,4,8,6,0,
2263,18,2,0,0,2,6,40,0,2,2,8,0,1,0,0,0,
2264,15,0,0,0,0,4,40,1,3,7,22,0,1,0,0,0,
2266,7,6,0,0,2,7,39,5,4,3,8,0,1,0,0,0,
2267,35,3,1,0,0,27,65,4,14,8,12,0,3,0,6,0,
2268,6,6,0,0,0,11,8,1,6,4,22,0,3,0,0,0,
2269,31,7,1,0,2,4,52,1,4,4,16,1,2,4,2,0,
2270,17,10,0,0,3,6,57,2,6,7,26,0,2,0,0,0,
2271,20,4,0,0,6,8,27,0,16,3,16,0,1,6,0,0,
2272,6,1,0,0,0,2,14,2,5,4,14,0,1,0,0,0,
2273,11,5,1,0,2,4,26,2,9,4,24,0,3,2,0,0,
2274,12,4,4,0,1,6,32,1,8,6,18,1,1,1,0,0,
2275,11,2,0,0,1,7,53,3,4,5,14,0,2,0,2,0,
2277,15,3,0,1,5,6,60,3,5,4,16,0,0,1,0,0,
2279,33,4,0,0,2,9,40,0,10,2,26,0,2,2,0,2,
2280,11,6,1,0,0,7,28,2,16,5,10,0,3,7,2,0,
2281,18,1,0,0,0,11,58,2,5,2,12,0,2,0,0,0,
2283,10,6,1,0,3,15,49,5,14,16,32,0,3,6,0,0,
2284,25,4,1,0,2,8,30,7,5,10,26,0,1,1,0,0,
2285,24,6,0,0,0,12,54,2,9,4,30,0,3,8,0,0,
2287,30,4,0,0,2,5,53,3,5,6,56,1,2,1,0,0,
2288,14,2,0,0,0,13,28,3,7,8,6,0,1,3,0,0,
2289,15,0,0,0,2,8,31,1,6,4,20,0,0,4,0,0,
2290,34,3,0,1,1,14,57,3,17,5,12,0,0,5,2,0,
2291,20,10,2,0,3,9,32,11,20,7,22,0,4,2,8,2,
2294,12,2,1,0,1,2,18,4,7,4,10,0,4,1,0,0,
2295,14,4,3,0,2,7,24,1,5,3,16,0,0,1,0,0,
2296,16,7,0,0,1,5,15,1,5,1,16,0,3,1,0,0,
2297,8,3,1,0,2,1,20,2,10,4,10,0,2,5,2,0,
2298,17,5,1,0,1,4,48,4,4,3,22,0,2,1,0,0,
2299,15,5,2,0,2,19,80,0,7,8,26,0,1,7,8,0,
2300,16,5,1,0,0,6,32,1,11,5,20,0,1,3,0,0,
2301,31,4,0,0,3,15,37,2,11,5,30,0,7,2,0,0,
2302,19,4,0,0,4,3,60,2,14,7,22,1,2,0,4,0,
2303,12,4,0,0,1,10,50,5,1,14,26,0,2,0,0,0,
2304,40,7,1,0,4,20,57,3,23,7,38,0,0,7,0,0,
2305,23,6,0,0,1,5,52,0,16,6,26,0,1,5,0,0,
2306,24,5,0,0,0,16,39,1,8,5,16,0,1,0,0,0,
2307,43,5,0,1,2,7,59,2,10,8,42,0,3,2,0,0,
2308,41,5,0,0,1,18,58,3,12,11,32,0,3,2,0,0,
2310,26,5,1,1,3,8,37,6,7,11,16,0,1,0,0,0,
2311,10,6,0,0,1,5,32,4,20,9,18,0,1,2,0,0,
2312,25,0,2,0,0,16,52,2,16,8,14,0,7,0,8,0,
2313,24,7,2,0,1,15,115,3,15,11,28,0,7,5,14,0,
2315,26,4,0,0,2,5,28,3,5,8,36,0,0,0,0,0,
2316,12,7,0,0,3,8,20,2,9,9,38,0,0,4,0,0,
2317,8,5,1,0,0,5,31,1,6,4,18,0,1,3,0,0,
2318,20,8,0,0,0,14,38,6,19,10,8,0,3,3,0,4,
2320,32,6,1,1,0,7,23,2,6,5,22,0,0,0,0,0,
2321,17,1,0,0,2,7,25,2,4,2,8,0,0,4,0,0,
2322,30,5,1,0,0,7,31,2,6,3,14,0,1,0,0,2,
2323,6,1,0,0,2,1,20,0,2,0,4,0,1,0,0,0,
2324,8,4,1,0,1,7,16,4,7,3,30,0,3,2,0,0,
2326,28,2,0,0,3,15,51,2,10,5,24,0,2,3,0,2,
2327,13,5,1,2,0,8,28,2,10,0,6,0,2,0,0,0,
2328,25,10,1,0,3,14,47,1,17,5,24,0,4,1,4,0,
2329,18,4,0,0,1,6,44,2,10,2,24,0,2,1,0,0,
2330,24,6,1,0,3,13,59,0,4,3,38,0,1,2,0,0,
2331,32,3,4,0,3,2,55,2,7,5,20,0,3,1,0,0,
2332,17,2,2,0,3,19,37,2,18,7,20,0,0,2,0,0,
2333,44,5,2,0,0,7,70,8,15,5,16,0,3,2,2,0,
2334,24,1,0,0,1,4,35,1,3,5,12,0,0,0,0,0,
2335,10,2,0,0,1,6,14,0,13,4,8,0,1,0,0,0,
2336,28,6,0,0,2,8,41,7,5,5,44,0,0,0,0,0,
2337,19,3,0,1,1,6,60,5,2,6,28,0,0,1,0,0,
2338,27,2,2,0,1,6,27,4,12,12,52,0,0,0,0,2,
2339,20,6,0,0,4,10,54,2,15,6,12,0,3,0,6,0,
2341,18,6,1,0,1,7,29,1,13,4,10,0,5,0,0,2,
2343,10,0,0,1,2,4,23,4,2,2,0,0,1,2,0,0,
2344,16,11,0,2,0,15,61,3,17,5,16,0,8,6,10,4,
2345,41,3,0,0,2,8,28,3,12,13,36,0,3,1,0,0,
2346,25,6,3,0,0,9,44,1,15,4,24,0,1,5,0,0,
2348,17,4,0,0,2,10,36,0,4,7,8,0,2,4,2,0,
2349,35,5,0,0,0,25,78,3,7,6,18,0,1,1,2,0,
2350,44,5,2,0,2,19,49,2,14,8,24,0,3,0,0,0,
2351,23,9,2,2,3,9,76,2,17,2,26,0,4,2,14,0,
2354,13,2,0,0,3,8,44,1,3,6,6,0,1,4,0,0,
2355,23,0,2,0,2,3,59,2,12,4,22,0,3,1,0,0,
2357,75,11,2,0,6,42,145,4,24,27,120,0,6,10,0,0,
2358,17,4,0,0,0,7,17,1,4,3,18,0,0,0,0,0,
2359,25,3,0,0,1,4,26,0,9,3,18,0,0,4,0,0,
2361,23,2,0,0,2,16,49,3,8,9,26,0,1,2,0,2,
2362,17,5,0,0,3,5,34,3,6,1,8,0,3,0,0,0,
2363,28,11,0,1,3,27,43,1,22,9,26,1,3,0,0,0,
2364,22,9,0,1,0,5,39,0,11,1,16,0,4,4,2,0,
2365,21,2,0,0,0,6,98,2,4,3,8,0,1,1,4,0,
2366,6,0,0,0,0,6,16,2,0,0,4,0,0,0,0,0,
2367,19,14,2,0,2,16,48,3,18,4,26,0,4,0,2,2,
2368,30,5,1,1,8,20,33,0,14,6,16,1,1,3,0,0,
2369,14,2,1,0,2,3,35,0,2,3,12,0,1,2,0,0,
2370,22,2,0,0,1,7,26,4,8,9,16,0,0,5,0,0,
2371,9,5,0,1,1,6,49,0,3,9,0,0,2,1,2,0,
2372,25,4,0,0,1,10,44,8,17,4,20,0,4,0,2,4,
2373,28,11,0,0,6,12,48,2,13,2,16,0,3,0,2,0,
2374,32,5,2,0,3,5,61,5,14,6,22,0,1,3,0,0,
2375,12,0,0,0,2,1,23,1,6,6,4,0,0,0,0,0,
2376,34,9,0,1,6,14,43,1,19,4,30,0,2,10,0,0,
2377,16,3,0,0,1,3,29,2,8,5,10,0,2,0,0,0,
2378,15,7,2,0,0,7,34,2,5,2,14,1,1,5,2,0,
2381,13,2,0,0,2,4,35,1,4,7,26,0,2,3,0,0,
2382,24,6,1,0,2,14,46,4,11,3,14,0,2,2,2,0,
2383,18,7,0,1,2,5,41,1,5,3,8,0,1,0,0,0,
2384,15,6,0,0,3,23,31,4,12,4,46,0,4,0,0,0,
2385,33,4,1,1,3,9,22,0,4,15,26,0,0,1,0,0,
2386,14,2,2,0,2,8,34,1,8,5,8,0,2,4,18,0,
2387,19,4,0,0,1,9,69,7,17,7,16,0,2,2,2,0,
2389,16,1,0,0,1,3,37,0,4,3,20,0,0,0,0,0,
2390,39,6,1,1,2,14,44,4,14,16,36,0,1,2,0,2,
2391,0,42,0,0,0,1,12,42,5,0,10,0,0,2,0,0,6
2392,20,4,1,0,1,3,89,2,3,3,10,0,4,0,6,2,
2393,25,3,1,0,5,7,24,1,14,4,26,0,2,2,0,0,
2394,32,7,0,0,6,18,52,3,15,12,32,0,0,4,2,0,
2395,18,5,0,1,2,19,69,1,10,6,24,1,4,8,0,2,
2396,16,3,0,0,0,5,17,1,8,5,18,0,0,0,0,0,
2397,36,2,1,0,2,4,30,9,4,3,14,0,1,0,0,0,
2398,22,8,2,1,5,14,72,3,8,4,22,0,6,2,2,0,
2399,17,4,0,0,2,7,68,2,6,7,24,0,3,2,0,0,
2400,18,2,0,0,2,6,42,2,5,5,34,0,0,0,0,0,
2401,34,3,0,0,4,16,75,5,5,5,52,0,1,0,0,2,
2402,11,3,0,0,0,9,28,1,6,1,6,0,0,0,4,0,
2403,11,4,0,0,0,4,62,5,8,1,10,0,3,2,4,0,
2405,21,5,0,0,1,17,59,2,14,12,26,0,5,3,4,0,
2406,19,2,0,0,2,3,28,3,4,3,8,0,2,0,0,0,
2407,30,6,0,0,3,10,29,5,12,10,52,0,2,0,0,0,
2408,32,8,1,0,3,17,98,3,16,6,54,0,2,8,2,0,
2410,24,4,5,0,3,9,66,5,17,11,26,0,3,0,0,0,
2411,30,5,1,0,3,7,55,4,7,5,32,0,1,0,0,0,
2412,14,4,3,1,3,6,46,3,5,2,28,0,4,2,0,0,
2413,14,0,1,0,1,2,19,2,9,1,6,0,2,1,0,0,
2414,21,4,0,1,1,12,36,2,12,4,26,0,6,1,0,2,
2416,20,4,2,1,3,14,65,1,5,5,16,0,2,2,0,0,
2417,21,10,0,0,1,10,70,0,4,8,16,0,3,2,0,0,
2419,28,5,2,0,2,13,109,4,7,7,14,0,1,0,12,2,
2420,18,3,0,0,0,13,33,2,3,6,6,0,1,0,0,0,
2421,8,5,0,0,1,7,28,5,8,6,18,0,2,5,0,0,
2423,14,2,0,2,0,3,41,1,5,5,10,0,0,0,0,0,
2424,16,3,0,0,1,13,62,0,18,7,12,0,2,7,8,0,
